Amostra,Acel_X,Acel_Y,Acel_Z,Giro_X,Giro_Y,Giro_Z,Temperatura
433,-1.245,0.733,10.380,1.885,-3.366,-3.634,15.92
434,3.542,0.503,9.743,-0.679,6.634,0.824,16.34
435,-3.104,1.770,10.449,4.763,-4.000,-0.710,16.25
436,-1.691,1.121,8.701,3.015,3.427,-2.992,16.25
437,-5.909,-0.443,8.830,0.603,-1.710,3.450,16.25
438,-0.910,1.171,8.943,0.107,6.153,-0.122,16.06
439,-2.663,0.005,9.559,-4.137,4.336,1.939,16.25
440,2.714,2.031,9.441,-2.160,7.595,3.214,15.92
441,3.214,0.079,9.899,2.305,7.611,-0.366,15.87
442,-1.609,1.324,11.005,-0.969,-2.679,2.046,16.01
443,-0.333,0.263,10.936,5.008,-1.969,0.656,16.25
444,-4.740,-0.831,9.889,-0.344,-0.687,0.191,16.15
445,-4.117,-0.400,9.185,3.725,-1.618,-0.557,16.15
446,3.202,2.019,9.484,2.603,7.382,2.160,16.20
447,-4.836,-0.879,9.470,-1.786,1.298,3.786,16.20
448,0.156,0.553,10.608,4.092,-2.763,-0.076,16.20
449,1.437,1.866,10.181,-3.000,7.008,1.046,16.25
450,-4.278,1.557,9.949,0.809,-4.863,1.702,16.39
451,3.051,1.207,9.966,3.260,6.901,0.344,16.20
452,-5.039,1.245,10.265,-2.366,-2.374,1.198,16.01
453,2.069,-0.326,9.690,4.282,3.115,1.847,16.15
454,-3.056,0.522,9.525,2.130,2.366,-2.649,15.82
455,2.005,-0.829,10.617,0.794,-0.466,2.817,16.06
456,0.836,-0.565,10.526,3.908,0.198,-2.130,16.06
457,-5.049,-0.448,9.247,-1.832,-2.252,2.855,16.20
458,-3.952,1.217,10.655,1.802,-3.985,0.031,16.39
459,0.338,1.420,8.773,1.679,7.321,-0.885,16.34
460,-4.000,2.132,10.181,-0.473,-4.817,2.733,16.25
461,0.582,2.359,9.920,1.672,7.534,1.588,16.15
462,-5.353,-0.316,9.144,-2.282,-2.580,1.130,16.01
463,3.078,1.209,9.882,2.580,7.015,1.489,16.06
464,-5.283,-0.616,9.798,0.290,-0.931,0.397,15.92
465,-4.634,-0.297,9.103,2.985,-1.084,-0.038,16.15
466,-5.293,0.491,10.378,-0.252,-2.321,-0.504,16.06
467,2.829,-0.366,9.999,1.962,3.611,0.481,16.44
468,-4.088,0.302,9.709,1.954,0.763,-3.076,15.92
469,3.585,-0.879,10.335,0.969,2.740,2.527,16.25
470,-4.182,-0.034,9.714,2.947,2.542,-2.565,16.06
471,3.676,-0.213,10.174,2.359,5.122,-0.550,16.06
472,-2.658,1.083,11.434,1.817,-4.206,0.618,16.20
473,1.475,1.171,9.614,2.137,7.771,-0.328,16.25
474,-2.577,1.952,10.567,-0.969,-4.832,1.939,16.01
475,2.019,2.757,9.470,2.595,7.237,2.153,16.34
476,-5.485,0.472,9.760,-2.405,-4.176,0.267,16.15
477,-4.031,1.286,10.682,4.168,-4.489,-2.176,16.01
478,-0.726,0.309,9.666,-2.176,6.710,0.824,16.06
479,-4.929,0.970,10.471,2.679,-3.603,-0.137,15.92
480,-3.746,2.460,11.132,-1.420,-4.702,-0.565,16.15
481,1.617,-0.922,10.912,1.015,0.267,2.718,16.06
482,-4.596,0.026,9.400,3.725,-0.374,-4.275,16.34
483,-5.813,0.826,10.529,-1.985,-2.618,0.092,16.25
484,-5.497,0.390,9.276,4.198,-2.947,-1.252,16.15
485,2.793,-1.039,10.335,-1.145,-0.244,0.160,16.01
486,1.902,-0.635,9.556,3.435,-0.321,1.260,15.92
487,2.759,-0.668,10.426,-0.443,1.229,0.542,16.06
488,-4.531,-0.932,8.909,0.603,2.504,0.786,16.25
489,-0.347,0.412,10.703,1.313,-2.260,-2.779,16.06
490,-2.385,0.980,9.276,-3.260,5.855,4.290,16.15
491,-2.189,0.340,11.410,3.603,-4.244,-2.962,16.06
492,2.345,1.835,9.743,-4.733,7.870,1.679,16.25
493,-4.931,1.250,10.114,4.656,-4.206,-2.076,16.06
494,2.745,1.169,9.341,-1.145,6.656,0.542,15.92
495,-4.970,0.673,9.173,2.031,-2.420,-0.389,16.25
496,3.502,-0.457,10.162,2.565,4.649,-0.130,16.25
497,-5.815,-0.929,9.132,0.145,-1.313,4.031,16.25
498,-3.830,0.685,9.204,2.534,-0.122,-4.107,16.25
499,-5.868,-1.130,8.878,0.565,-2.611,3.695,16.01
500,-0.527,-0.160,11.249,3.740,-2.344,-2.893,16.01
501,1.418,-0.060,10.378,-1.344,-1.260,2.053,16.15
502,1.758,2.872,9.453,2.634,7.359,1.977,16.06
503,-3.001,2.582,11.012,-3.641,-4.328,0.221,15.92
504,3.827,0.726,9.913,4.145,5.290,1.626,16.25
505,-3.772,3.240,10.797,-2.351,-5.076,-0.450,16.15
506,1.959,0.180,10.306,2.489,2.351,1.115,16.25
507,-4.491,0.455,9.513,1.977,-2.038,-3.420,16.20
508,-1.138,0.872,10.483,-1.565,-4.359,-0.588,16.06
509,3.518,0.877,9.743,2.702,5.664,1.168,16.25
510,-4.266,0.158,10.035,0.260,1.550,0.473,15.73
511,3.480,-0.012,9.798,1.160,4.718,1.122,15.92
512,-2.793,0.987,9.345,1.908,5.038,-2.069,16.15
513,2.014,-0.774,10.564,0.489,1.718,2.038,16.15
514,1.542,2.448,9.393,1.947,7.611,1.015,16.25
515,-0.642,1.966,9.642,-4.450,6.718,2.580,16.15
516,-5.231,0.944,10.258,4.389,-2.328,-3.511,16.01
517,2.953,2.321,8.536,-3.901,7.527,0.992,16.01
518,-4.414,-0.431,9.345,4.115,-0.214,-0.420,16.34
519,-4.634,2.218,9.822,-2.550,-5.183,-0.496,16.06
520,3.581,1.710,9.506,0.053,6.672,0.664,16.20
521,-4.934,1.550,10.447,1.275,-2.901,-2.542,15.73
522,3.585,1.176,9.903,0.099,4.885,2.061,16.25
523,-3.506,0.714,9.360,3.282,0.527,-3.931,16.39
524,2.788,-1.480,9.470,-1.115,3.214,1.328,16.25
525,-3.403,-0.412,9.920,3.931,2.924,-1.176,16.06
526,2.129,-1.569,10.143,-1.977,-0.656,-0.053,16.25
527,-0.462,1.538,9.309,0.901,4.855,-0.947,16.06
528,-1.267,0.977,10.495,-0.710,-3.115,-0.374,16.01
529,-2.419,0.814,11.455,2.252,-2.313,0.893,16.39
530,-0.857,0.697,10.402,0.237,-1.664,-0.855,16.06
531,2.373,3.037,8.998,-1.359,6.809,2.023,16.20
532,3.207,0.034,9.585,2.290,6.992,0.023,15.87
533,-4.711,-1.178,9.479,-0.122,-0.382,3.733,16.25
534,2.778,-0.319,10.097,4.137,5.046,0.595,16.06
535,-3.585,-0.046,9.281,-3.733,3.084,2.695,15.92
536,-2.666,0.436,9.345,2.107,3.962,-1.557,16.15
537,-4.297,1.710,10.311,-3.084,-4.344,0.534,16.25
538,-4.910,0.999,10.399,4.588,-4.214,-2.008,16.25
539,3.722,-0.529,9.923,-1.321,3.634,0.435,15.92
540,2.809,1.518,9.599,1.855,7.198,0.649,16.01
541,-4.230,2.467,10.208,-1.916,-4.504,-0.710,16.25
542,3.633,2.072,9.499,-0.160,6.382,0.969,16.06
543,-4.373,1.624,10.493,2.275,-1.855,-3.244,16.06
544,3.545,-0.829,10.684,0.573,4.374,2.305,16.06
545,-3.854,0.525,9.151,3.031,1.969,-4.061,16.06
546,2.934,-1.241,9.561,-0.901,1.565,1.031,16.20
547,-3.707,-0.175,9.111,2.901,3.702,-0.786,16.06
548,-0.417,0.534,11.271,-2.153,-1.733,0.229,15.92
549,-0.285,1.672,8.761,-0.328,5.969,-0.656,16.20
550,-0.335,0.819,9.276,-0.298,6.053,0.237,16.01
551,-0.946,1.535,8.823,-0.504,4.947,-0.298,16.15
552,-3.707,2.450,11.024,-0.145,-4.504,-1.580,16.01
553,-4.129,1.212,10.524,1.725,-3.718,0.366,16.25
554,1.760,-0.496,10.023,2.244,1.229,-1.252,16.15
555,-5.834,-0.498,8.665,-0.099,-3.511,3.290,16.06
556,0.594,-0.460,10.564,4.328,-1.855,-1.634,16.01
557,2.266,-0.898,9.954,-1.840,-1.076,1.809,15.87
558,2.881,2.536,9.451,2.198,7.473,2.206,16.25
559,-2.364,1.914,10.981,-3.282,-2.733,1.397,16.25
560,2.678,1.533,9.532,3.328,5.519,2.031,16.20
561,0.867,1.114,9.844,-2.053,7.038,0.687,16.06
562,-2.869,1.372,10.902,2.328,-4.023,-0.206,16.06
563,1.983,0.951,10.073,1.252,7.374,0.504,16.20
564,-5.875,0.536,10.143,0.115,-4.702,1.748,16.06
565,3.135,1.245,9.130,3.305,5.992,0.504,16.15
566,-5.247,-0.024,9.415,-1.840,-2.679,3.137,16.25
567,2.867,1.226,9.915,5.061,2.924,1.725,16.15
568,-4.225,-0.637,9.954,-2.160,0.679,1.237,16.44
569,1.147,0.137,9.645,3.611,0.450,0.817,16.15
570,-3.130,0.273,9.786,0.710,3.557,1.053,16.06
571,-3.581,-0.580,8.953,0.573,1.656,-0.107,16.01
572,-3.288,0.117,9.745,0.908,2.008,-0.031,16.20
573,-2.560,0.970,11.621,1.756,-4.397,1.137,16.06
574,-1.257,1.198,10.895,0.412,-3.992,-3.214,16.25
575,3.751,0.165,10.040,0.359,5.374,2.550,16.06
576,2.831,-0.182,9.879,3.237,4.489,-1.115,16.20
577,-4.378,-0.422,9.178,-2.489,3.473,3.092,16.20
578,2.429,0.465,10.002,5.160,0.710,-0.053,16.25
579,0.211,2.376,9.489,-5.458,6.557,1.710,16.06
580,0.445,1.859,9.484,2.069,7.183,0.618,16.25
581,-4.175,2.074,10.742,-2.015,-3.092,0.176,16.06
582,-2.886,1.679,10.524,3.275,-3.779,-0.290,16.34
583,0.814,0.857,10.191,-0.351,7.534,0.992,16.15
584,-5.145,0.932,9.626,1.809,-3.595,-0.115,16.15
585,3.607,-0.297,9.877,2.954,5.847,-0.466,16.06
586,-5.746,-0.776,8.701,0.076,-2.626,3.664,16.15
587,1.823,-0.443,10.382,5.466,1.481,-0.725,16.01
588,-4.730,-0.553,9.214,-3.122,2.183,1.573,16.15
589,-0.733,0.663,10.313,4.130,-1.802,0.992,16.25
590,-0.750,0.364,9.762,-1.466,6.435,0.779,16.34
591,-4.311,0.913,10.720,1.794,-3.924,-0.221,16.25
592,3.264,0.254,9.822,1.870,7.153,0.214,16.06
593,-5.350,0.953,10.631,0.282,-1.878,-0.321,16.06
594,-3.870,-0.651,8.859,1.588,0.718,-0.473,16.06
595,3.281,-0.182,9.872,2.244,2.321,-1.481,16.01
596,-5.705,-0.570,8.586,-0.031,-1.855,3.519,16.15
597,2.491,0.208,10.064,5.107,3.840,0.489,16.25
598,-5.329,-0.390,9.429,-1.969,-2.145,0.511,15.92
599,2.979,1.360,9.130,3.290,5.489,1.351,16.39
600,-4.840,1.868,10.514,-0.458,-3.649,-0.542,16.15
601,3.375,1.245,10.016,-0.969,6.847,2.237,15.92
602,-3.554,1.827,11.573,2.015,-3.710,-5.176,16.25
603,2.790,-1.056,10.018,-0.008,1.031,2.511,16.25
604,2.314,2.464,9.496,1.908,7.389,1.962,16.15
605,1.621,2.127,10.495,-4.130,7.412,2.450,16.20
606,-5.518,-0.081,10.109,4.511,-0.947,-2.053,16.06
607,-6.000,0.256,9.666,-2.321,-1.733,1.191,15.82
608,-1.334,0.651,10.272,3.756,-2.076,0.962,16.34
609,-3.705,0.055,9.954,1.336,1.084,0.305,16.34
610,-2.009,0.675,11.463,1.489,-3.641,1.092,16.15
611,-0.508,1.042,10.073,-0.015,-3.985,-2.389,16.15
612,3.492,0.026,9.901,0.473,6.107,3.122,16.15
613,-5.104,1.133,10.385,3.061,-3.924,-4.359,16.25
614,-1.698,1.820,10.782,-1.939,-4.595,1.397,15.92
615,2.874,1.995,9.774,2.328,6.763,2.595,16.06
616,0.338,2.005,9.448,-4.382,6.977,1.458,16.06
617,-4.491,-0.201,9.460,4.420,-2.481,-1.053,15.92
618,1.032,-0.532,10.289,-1.084,-1.565,-0.076,16.06
619,3.363,1.782,9.556,-0.809,7.290,1.382,15.92
620,-4.488,1.372,10.976,1.282,-2.832,-3.748,16.06
621,2.508,-1.015,9.812,-1.099,1.550,1.282,16.06
622,-3.581,-0.208,8.981,3.076,4.282,-0.603,15.92
623,1.679,0.872,10.069,1.664,6.954,-1.718,16.20
624,-3.961,2.515,9.570,-1.122,-3.244,0.031,16.06
625,3.384,0.781,9.836,4.763,2.725,1.489,16.06
626,-4.234,1.241,11.099,3.183,-3.893,-3.542,16.06
627,1.066,-0.295,10.996,0.069,-2.366,2.489,16.25
628,-4.931,0.036,9.048,1.885,-1.916,-0.015,16.01
629,-3.933,2.761,11.515,-2.374,-5.305,-0.389,16.01
630,-4.457,-0.714,9.094,-2.351,1.687,3.290,16.25
631,-0.632,-0.134,11.110,4.519,-0.550,-1.824,16.06
632,-4.074,1.751,10.299,0.931,-4.359,-3.183,16.15
633,3.291,0.280,9.791,0.565,6.031,0.389,16.15
634,-1.696,0.788,10.449,3.580,-2.511,0.969,15.82
635,-0.074,0.189,11.436,-0.985,-1.504,0.275,16.06
636,-0.489,2.443,9.602,-3.382,6.382,4.069,16.20
637,-3.063,1.253,11.877,2.198,-4.458,-4.710,16.06
638,-3.791,3.185,11.103,-2.107,-4.214,-0.542,16.01
639,1.660,2.860,9.451,-1.458,7.290,1.328,16.01
640,-1.427,0.477,9.127,2.847,5.244,0.267,15.92
641,0.457,0.228,11.340,-3.153,-3.916,-0.061,16.25
642,1.902,2.977,9.302,-2.366,7.084,3.702,16.06
643,-4.414,1.284,10.866,3.107,-3.168,-5.206,16.25
644,3.106,-1.456,9.491,-1.107,4.641,0.214,16.01
645,-4.292,-0.342,8.962,-1.756,2.397,3.267,16.34
646,1.466,-0.848,9.963,2.656,-0.832,-2.817,16.15
647,-3.430,2.302,10.502,-0.992,-4.176,-1.031,16.25
648,3.418,1.571,9.216,3.351,4.595,0.931,16.39
649,-3.312,1.363,11.199,4.000,-3.450,-1.176,15.92
650,2.304,-1.044,10.622,-0.221,-0.092,2.710,16.25
651,-4.301,1.490,10.555,1.672,-3.863,0.344,16.25
652,-2.529,2.488,10.006,-2.374,-4.473,-0.305,16.15
653,-5.382,-0.457,9.357,-2.427,-0.191,1.511,16.15
654,0.716,-0.139,10.708,5.099,-0.733,-0.565,16.25
655,-4.385,1.116,9.623,1.931,-1.840,-3.939,16.25
656,3.528,1.099,9.889,-0.290,6.565,2.015,16.20
657,-5.370,0.010,9.673,4.084,-1.603,-3.176,16.25
658,3.760,-0.175,9.580,-1.481,3.649,0.214,16.06
659,0.936,2.512,9.844,-0.672,6.718,0.634,16.20
660,-4.812,1.396,10.363,0.710,-3.916,-2.519,16.20
661,4.436,-0.046,10.162,-1.221,5.580,1.786,16.34
662,-5.190,-0.247,9.731,4.198,-0.542,-2.160,16.01
663,-0.539,0.422,10.574,1.702,-3.679,-4.198,16.15
664,1.236,2.658,9.477,-3.229,7.344,4.237,16.15
665,-1.741,0.498,8.833,0.992,4.443,-0.840,16.20
666,-5.418,1.061,10.552,3.885,-4.229,-3.260,16.15
667,-0.647,0.378,10.723,-0.817,-3.748,2.511,16.20
668,-3.090,0.345,9.029,2.542,4.290,-2.092,16.01
669,-4.122,1.344,10.809,-2.626,-4.542,0.702,16.15
670,-4.924,1.231,10.234,3.992,-4.290,-1.611,16.06
671,3.997,0.120,9.664,-2.397,5.740,0.817,16.15
672,-4.953,0.563,9.757,3.626,-4.336,-1.351,16.15
673,3.231,-0.457,10.076,0.618,3.053,0.458,16.01
674,3.231,-0.240,9.695,2.137,3.573,0.969,16.25
675,-2.306,0.805,9.477,1.206,4.824,-0.565,16.01
676,-2.002,1.660,9.982,-0.878,-2.992,-0.771,16.25
677,-4.218,0.041,9.053,1.855,-0.344,0.130,16.15
678,-5.312,0.668,10.203,-0.122,-1.336,-0.252,16.01
679,0.158,0.005,10.639,2.145,-1.863,0.687,16.20
680,-3.971,0.649,9.372,2.214,1.908,-2.649,16.20
681,-4.962,-0.208,9.199,-1.740,-1.756,3.290,16.25
682,2.793,2.606,9.381,3.160,6.153,2.511,15.92
683,-2.498,0.620,9.738,0.458,3.733,0.298,16.25
684,2.991,-0.697,10.308,2.000,2.809,1.496,16.06
685,0.850,0.086,10.291,5.092,-0.748,0.924,16.25
686,-5.657,0.144,10.337,-0.290,-1.275,-0.405,16.15
687,-4.749,-0.127,9.012,3.542,-1.672,-0.740,16.15
688,3.044,-0.608,10.107,1.229,3.794,0.565,16.25
689,-5.276,-0.527,8.821,1.046,-0.962,2.359,16.25
690,2.838,1.377,9.999,3.069,6.496,1.389,16.20
691,-3.679,2.558,10.715,-4.550,-4.382,0.084,15.92
692,2.558,1.993,9.980,1.794,6.878,0.550,16.25
693,-3.995,2.467,10.473,-0.733,-4.244,-0.603,16.25
694,2.699,2.302,9.628,0.214,6.038,1.710,15.92
695,-3.813,0.766,9.391,3.206,-1.122,-4.267,16.20
696,3.605,-1.049,10.045,-0.244,4.015,1.977,16.01
697,-4.426,-0.204,9.290,3.534,2.412,-2.191,16.06
698,-4.848,-0.656,9.048,-2.191,-0.718,1.824,15.92
699,3.681,1.025,9.702,4.053,5.878,2.061,16.25
700,-4.764,-0.750,10.078,-0.611,2.977,0.664,16.06
701,-3.971,-0.158,8.933,1.763,2.550,-1.000,16.25
702,-3.336,2.606,10.672,-1.565,-3.962,-0.466,16.06
703,-1.394,1.250,9.111,-1.901,5.511,1.771,16.01
704,-3.621,2.115,10.380,1.504,-2.832,-4.168,16.20
705,-1.030,2.158,9.048,-3.588,7.557,3.634,16.25
706,-4.924,0.302,9.396,3.855,-0.733,-3.771,16.25
707,-4.857,-0.309,9.000,-1.687,-1.756,2.901,16.06
708,-5.185,-0.067,9.166,4.641,-1.802,-3.427,16.15
709,3.624,-0.855,9.422,-1.420,4.313,0.809,15.92
710,-4.404,-0.457,9.259,3.282,1.061,-0.702,16.15
711,2.663,-0.644,10.375,-0.328,0.519,0.611,16.34
712,-2.668,0.316,8.941,-1.076,3.664,0.992,15.92
713,-0.800,0.381,10.849,1.641,-3.153,-3.389,16.25
714,-2.201,1.272,8.838,-3.366,6.740,3.542,16.34
715,-2.484,0.654,11.360,3.969,-4.504,-2.550,16.20
716,2.405,2.287,8.931,-3.809,7.496,1.504,16.01
717,-4.915,0.553,10.057,4.176,-3.756,-1.611,16.01
718,-1.990,1.576,10.097,-2.153,-3.069,0.130,16.06
719,3.054,2.098,9.264,1.443,5.985,1.344,16.25
720,-2.462,1.926,10.560,0.313,-3.969,-2.099,16.20
721,3.126,-0.663,10.303,0.840,4.374,2.527,16.15
722,2.153,-0.716,10.176,3.710,3.695,-0.954,16.34
723,-2.941,0.354,8.771,-2.511,4.710,3.664,16.06
724,-0.762,1.542,9.163,1.847,6.443,-1.397,16.25
725,-5.142,0.314,9.463,-1.397,-4.046,1.885,16.25
726,2.534,2.366,9.865,2.275,7.565,1.305,16.06
727,-6.019,0.400,10.675,-1.725,-2.405,0.153,15.92
728,-5.264,0.271,9.678,4.802,-1.466,-0.878,16.15
729,-6.098,0.520,11.070,-1.885,-3.145,-0.382,16.06
730,3.468,0.338,9.817,2.550,3.863,1.351,16.06
731,-5.195,0.517,10.069,1.160,0.328,-1.153,16.06
732,1.626,-0.398,10.905,1.176,1.160,2.450,16.25
733,-1.933,1.365,9.288,1.786,4.313,-2.771,16.06
734,1.473,-0.172,10.026,-2.237,-1.916,1.863,16.01
735,-1.607,0.778,9.144,2.191,6.786,1.168,16.06
736,-3.236,2.393,10.555,-3.023,-4.244,0.153,16.15
737,1.688,2.515,9.793,0.389,6.305,0.198,16.25
738,-3.207,2.395,10.358,-0.252,-4.489,-1.901,16.01
739,1.736,2.843,9.245,-0.924,6.672,2.969,16.06
740,2.687,0.889,9.913,2.916,6.885,-0.336,16.15
741,-1.291,1.609,10.648,-2.382,-4.221,2.221,16.01
742,2.694,0.484,10.047,4.977,4.733,0.977,16.44
743,-4.704,1.882,10.751,-3.168,-4.817,1.038,16.25
744,2.726,-0.536,9.793,4.191,1.382,1.351,16.20
745,3.468,-0.627,10.361,-0.641,2.641,-0.282,16.15
746,0.759,2.512,9.489,-0.840,5.863,-0.130,16.15
747,0.857,0.963,10.361,0.382,6.397,1.130,16.01
748,-5.271,0.757,9.788,1.412,-3.176,0.840,16.20
749,2.065,1.300,9.669,2.458,7.496,-0.458,16.20
750,-0.091,2.383,9.410,-2.939,7.061,4.718,15.92
751,-4.153,1.044,11.319,3.038,-4.397,-3.939,16.15
752,1.315,2.383,9.503,-3.267,7.389,1.244,16.06
753,-5.420,0.472,9.638,3.947,-3.008,-1.107,16.44
754,4.105,0.172,9.350,0.595,4.733,0.176,16.39
755,-5.283,-0.501,9.288,1.939,-0.939,0.908,16.06
756,2.749,-0.283,10.102,2.863,1.802,-1.427,16.06
757,-3.909,0.007,8.931,-1.824,1.901,3.473,16.01
758,-0.299,-0.079,10.950,4.611,-2.130,-0.649,16.01
759,-2.984,0.141,9.513,-4.580,5.840,1.626,16.39
760,-2.850,1.638,10.842,3.099,-3.580,-0.244,16.20
761,3.200,1.327,9.956,3.656,4.847,2.183,16.06
762,2.920,-1.202,9.412,-0.687,1.534,1.351,16.06
763,-1.758,0.707,9.072,1.656,3.489,-0.427,16.06
764,-0.235,0.259,10.804,-0.542,-1.687,-0.031,16.20
765,-1.748,1.279,9.264,-2.527,6.298,2.519,16.06
766,-2.567,1.250,11.501,1.458,-3.908,-4.519,16.06
767,2.033,1.938,9.858,-3.168,7.504,3.076,16.15
768,-5.053,1.032,10.174,4.473,-4.076,-2.405,16.34
769,2.608,1.550,9.041,-1.634,6.305,1.122,16.06
770,-5.224,0.632,9.269,2.710,-2.328,-0.252,16.20
771,-4.268,1.926,10.078,0.000,-2.740,-0.702,16.25
772,0.632,2.807,9.559,-2.168,7.260,3.450,16.25
773,-3.722,0.441,9.319,2.412,0.580,-3.427,16.25
774,-5.513,-0.704,8.744,0.550,-1.908,3.588,16.34
775,-0.719,-0.086,11.419,3.550,-2.771,-2.969,16.25
776,-4.946,-0.563,9.506,-3.267,2.855,1.847,16.15
777,-3.130,1.363,10.756,3.618,-4.214,-1.389,16.25
778,-0.491,0.874,9.444,-0.397,5.954,1.008,16.15
779,-4.481,1.169,10.354,1.756,-3.550,0.305,16.25
780,0.951,1.696,9.297,1.786,7.321,-0.466,16.25
781,-5.566,-0.122,8.830,-0.710,-2.450,4.023,16.25
782,-2.876,0.805,11.544,3.893,-4.206,-3.053,16.06
783,2.994,2.285,8.727,-4.031,7.649,1.672,16.06
784,-5.152,0.395,9.659,3.710,-3.550,-2.260,16.06
785,3.068,0.177,10.112,0.908,5.779,0.580,16.06
786,-5.001,-1.116,9.075,1.397,-1.481,1.771,15.92
787,1.370,-1.080,9.913,3.244,1.656,-1.817,16.25
788,-4.357,-0.455,9.070,-2.053,0.855,3.618,16.25
789,0.905,-0.268,10.454,4.756,-0.908,0.313,16.06
790,-3.346,-0.503,9.817,-2.450,5.115,0.672,16.20
791,-2.596,1.633,11.309,2.038,-2.924,0.313,16.25
792,1.236,-0.702,10.105,0.000,-1.672,-0.458,16.01
793,1.018,0.148,10.327,1.427,-1.817,0.611,16.25
794,3.411,-0.086,9.774,2.145,6.969,0.221,16.15
795,2.287,2.397,9.774,-1.000,7.282,3.527,16.25
796,-4.316,0.565,9.427,2.053,1.794,-3.504,16.06
797,3.066,1.643,9.221,-1.229,6.588,2.267,16.06
798,-1.880,0.457,9.400,2.450,4.985,-0.168,16.25
799,-3.351,0.067,9.262,-4.244,3.832,2.023,16.06
800,-2.910,1.487,10.787,3.969,-4.267,-0.817,16.25
801,1.677,1.150,10.042,-0.366,6.511,0.603,16.25
802,-5.631,0.261,9.618,1.969,-2.664,1.092,16.01
803,-2.426,2.014,11.101,0.756,-3.237,-3.519,16.20
804,1.001,2.460,9.614,-2.435,7.443,4.168,16.15
805,-4.694,1.154,10.773,3.550,-4.191,-3.893,16.25
806,1.756,2.453,9.137,-3.252,7.069,0.977,16.06
807,-5.269,0.120,9.582,4.084,-3.076,-1.641,16.20
808,3.545,0.022,9.594,0.473,4.412,0.244,16.15
809,-5.441,-0.647,8.979,1.435,-1.221,1.656,16.25
810,2.189,-0.240,10.243,3.290,0.779,-2.397,16.15
811,-3.272,0.596,9.020,-2.389,1.908,3.817,16.15
812,-0.489,0.302,11.087,4.092,-1.832,0.122,16.15
813,-1.971,0.117,9.810,-3.748,5.649,1.870,16.15
814,-3.887,-0.508,9.470,3.733,-0.992,-0.580,16.15
815,0.220,0.168,10.871,-1.130,-2.687,0.015,16.06
816,-5.087,-1.008,9.118,-0.145,1.435,1.656,16.06
817,-3.080,2.151,10.440,1.313,-3.664,-4.122,16.34
818,-1.224,1.847,9.171,-3.214,4.725,3.412,15.92
819,-4.895,1.099,10.172,4.122,-4.107,-3.267,16.15
820,0.311,1.545,9.798,-3.313,6.718,2.046,16.25
821,-4.821,-0.283,9.171,2.985,-2.664,-0.832,16.01
822,3.348,-0.132,10.114,1.443,6.924,0.840,16.34
823,-5.595,-1.176,9.065,1.092,-0.878,2.870,16.01
824,-4.654,1.300,10.390,1.275,-3.443,-5.008,16.06
825,-2.345,1.799,11.122,-0.931,-3.641,1.885,16.20
826,3.202,1.772,9.724,4.260,4.611,0.702,16.15
827,-2.726,0.489,9.578,-3.687,4.649,1.519,16.20
828,-5.286,0.568,10.799,4.267,-3.855,-1.863,16.25
829,3.008,0.491,9.846,-0.412,5.939,0.992,16.25
830,-5.008,-0.996,9.226,-0.458,1.542,3.450,16.15
831,0.956,-0.678,10.529,3.260,-1.924,-2.649,16.06
832,0.951,1.710,10.124,-3.527,7.160,1.794,16.06
833,-3.343,1.339,10.890,3.084,-4.405,-1.244,16.25
834,0.201,-0.093,10.773,4.916,0.237,-0.557,16.25
835,2.898,0.283,10.129,1.817,7.351,0.092,16.01
836,-3.791,1.114,11.206,1.947,-3.794,0.130,16.15
837,-4.069,-0.338,9.293,2.832,1.076,-0.878,16.20
838,-5.046,-0.489,9.183,-1.458,-2.435,1.267,15.92
839,-2.038,1.492,9.400,-2.763,6.267,4.260,16.20
840,-1.327,1.092,9.580,1.130,3.718,-1.267,16.25
841,2.886,0.570,9.501,-0.756,6.649,1.344,16.25
842,-4.974,0.867,10.303,4.244,-3.771,-1.687,15.92
843,-2.881,0.702,9.168,2.176,4.374,-1.718,16.06
844,-0.132,0.618,10.361,-1.489,-3.206,2.595,16.06
845,2.256,-0.469,10.275,0.260,1.954,0.435,16.06
846,2.852,0.146,10.076,3.718,4.405,2.084,16.53
847,-3.003,0.707,11.266,3.969,-3.740,-2.137,16.25
848,2.290,-0.987,10.390,0.481,-0.542,2.656,16.34
849,-5.418,0.513,9.089,1.061,-3.710,-0.176,16.20
850,3.018,0.532,10.306,0.031,6.679,0.901,16.15
851,1.861,-0.369,9.990,-1.794,-0.313,0.542,16.25
852,-3.461,0.127,9.491,2.450,3.878,-0.725,16.06
853,2.829,1.401,9.760,2.931,7.069,-0.168,16.25
854,0.287,2.575,9.604,-2.260,6.534,2.458,16.34
855,2.455,-0.587,9.736,3.634,3.122,0.573,16.06
856,3.691,-0.378,10.160,0.107,4.405,0.412,16.15
857,1.545,2.275,10.150,-4.313,7.191,2.992,16.06
858,-4.598,1.087,10.397,4.344,-4.145,-2.550,16.20
859,0.079,0.228,10.699,1.191,-3.176,-3.374,16.15
860,0.400,2.646,9.496,-3.160,7.260,4.107,16.06
861,-4.603,1.195,11.008,4.290,-3.885,-1.046,16.01
862,3.935,0.120,9.614,-0.664,5.695,-0.389,16.25
863,-6.000,-0.654,8.804,0.137,-1.412,3.336,16.25
864,1.550,-0.666,9.846,4.275,1.023,-1.305,16.15
865,-4.086,1.983,10.646,0.985,-2.603,-2.443,16.20
