Amostra,Acel_X,Acel_Y,Acel_Z,Giro_X,Giro_Y,Giro_Z,Temperatura
433,1.801,0.201,10.220,4.710,2.840,0.664,16.20
434,0.659,0.970,9.920,4.198,5.183,2.313,16.01
435,-2.033,0.910,10.287,2.756,-2.939,2.427,16.06
436,1.959,-0.175,9.721,3.687,4.748,2.687,16.20
437,-3.959,1.051,9.659,1.115,-1.733,2.458,16.20
438,2.235,-0.249,9.793,3.183,3.473,2.679,16.15
439,-3.662,0.436,10.380,1.947,-0.397,1.313,16.25
440,0.422,-1.363,10.481,1.847,1.176,4.344,16.06
441,-2.352,0.156,9.987,-0.466,2.496,2.046,16.15
442,-0.771,-1.027,10.449,-0.832,-1.328,2.611,15.92
443,0.046,0.081,9.721,-1.573,4.534,1.534,16.34
444,-3.559,0.172,10.157,-2.573,-2.427,0.145,16.15
445,0.719,-0.048,9.824,-2.031,0.000,-0.962,16.25
446,1.394,0.723,9.532,-0.458,6.420,-0.878,16.01
447,1.600,1.241,9.844,-0.779,6.321,-1.580,16.15
448,-4.103,2.704,9.556,-1.618,-0.481,-3.366,16.06
449,2.153,1.538,9.566,1.252,5.038,-1.397,16.15
450,-1.710,2.304,9.602,1.557,2.107,-3.481,15.87
451,2.282,0.642,9.544,2.534,3.931,-1.221,16.06
452,-0.992,2.098,9.475,2.863,3.061,-2.183,16.15
453,1.871,0.558,9.894,3.733,0.595,0.260,16.25
454,1.360,0.271,9.884,3.954,4.840,1.565,16.06
455,-0.733,0.237,10.552,3.802,-1.168,2.458,16.15
456,1.660,0.532,9.733,3.947,5.046,2.229,16.25
457,-2.587,1.262,9.709,2.603,2.092,1.618,16.15
458,-3.049,1.099,9.918,0.641,-2.321,2.672,16.25
459,2.031,-0.666,10.136,3.382,1.908,2.901,16.25
460,-2.481,-0.331,10.224,1.168,1.740,2.336,16.06
461,-2.845,1.518,10.263,2.229,-1.962,2.473,15.92
462,2.321,-0.443,10.047,4.168,3.969,2.656,16.06
463,2.886,0.790,9.690,3.687,4.771,-0.809,16.34
464,-2.326,2.208,9.652,1.702,-0.557,-2.061,16.06
465,-0.031,1.176,9.901,0.511,0.031,-2.237,16.06
466,1.875,0.307,9.848,-0.397,6.252,-0.779,16.06
467,-0.505,2.467,9.460,1.229,5.534,-2.626,16.15
468,0.697,0.283,9.604,-1.344,3.046,0.504,16.01
469,-1.499,2.103,9.685,-1.496,3.015,-3.550,16.25
470,1.863,-0.853,10.390,0.344,5.534,2.389,16.15
471,-4.342,1.516,9.992,-2.939,-1.290,-2.649,16.20
472,-0.867,-0.014,10.093,2.687,3.710,2.489,16.06
473,-1.260,1.370,9.611,-2.908,3.427,-1.878,16.06
474,2.361,-0.354,9.721,3.450,5.290,3.183,16.06
475,-0.726,0.340,9.748,-1.328,5.237,1.634,16.15
476,0.714,-0.668,10.152,3.588,1.298,3.450,16.15
477,1.871,-0.010,9.745,3.191,5.443,2.061,15.92
478,2.373,0.223,10.119,0.168,4.733,-0.580,16.15
479,-2.555,-0.366,10.708,-1.435,-1.901,2.916,16.06
480,0.419,0.160,10.050,-0.145,-0.489,-1.794,15.92
481,-3.346,-0.139,10.232,-1.053,-2.382,3.183,16.25
482,-2.843,0.685,10.423,-2.267,-2.527,-3.137,16.01
483,-3.523,0.333,10.394,1.626,-0.427,1.885,16.20
484,-1.068,-0.376,10.023,-2.046,-0.237,2.176,15.92
485,-3.272,1.133,9.990,1.725,-3.137,2.824,15.92
486,1.990,-0.996,10.253,0.824,4.412,4.649,16.06
487,-2.079,0.999,10.346,1.863,-2.351,2.000,16.25
488,-0.244,-1.202,10.354,2.443,0.046,3.473,16.25
489,-1.207,0.443,9.784,2.198,3.611,2.527,16.39
490,-1.202,0.110,9.932,2.046,-1.885,1.840,16.15
491,1.092,0.182,10.258,4.015,0.710,1.168,16.06
492,-0.917,1.394,9.743,3.672,2.962,1.527,16.06
493,-4.076,2.512,9.738,-1.718,-2.740,-2.824,16.06
494,2.457,0.651,9.877,2.580,4.725,-1.183,16.25
495,-2.941,0.326,10.066,-2.191,-2.145,-1.389,16.06
496,1.918,0.469,10.114,0.015,2.015,-0.260,16.25
497,-3.925,2.726,9.666,-1.443,0.580,-3.069,16.01
498,-2.105,0.342,9.671,-2.168,-1.351,-0.527,16.01
499,0.747,0.855,9.982,-0.031,0.023,-0.832,15.73
500,-4.637,0.402,10.069,-3.252,-2.290,0.595,16.15
501,1.626,0.311,10.064,-0.313,4.511,-1.191,16.15
502,-2.029,-0.228,10.356,-0.229,-2.000,4.366,16.15
503,1.662,0.098,9.793,-1.031,4.847,-0.145,16.15
504,-3.842,1.078,10.076,-2.489,-2.511,-3.008,16.01
505,1.420,0.271,10.042,-0.427,3.084,-0.710,16.01
506,-4.084,1.066,10.179,-2.244,-1.435,-3.374,16.01
507,-0.244,0.534,10.220,-0.298,0.908,-1.947,16.06
508,-2.939,0.956,9.999,2.008,1.084,0.779,16.06
509,0.137,0.002,10.021,0.000,5.595,2.733,15.92
510,-0.347,0.539,9.494,-2.168,4.176,0.389,16.39
511,-3.252,0.501,10.093,-2.702,-2.466,-1.573,16.01
512,-3.178,0.625,10.143,-1.954,-1.985,-2.282,16.15
513,0.924,1.025,9.585,-0.740,5.878,-1.626,16.01
514,1.483,1.353,9.444,-0.794,5.901,-1.656,16.06
515,-3.571,2.050,9.654,-1.244,-2.779,-3.168,16.20
516,-2.227,1.842,9.750,0.649,-2.137,-2.489,16.06
517,2.175,1.157,9.590,4.122,5.466,-1.466,16.15
518,1.782,0.117,9.810,4.046,4.992,1.969,15.92
519,-0.843,0.960,9.623,2.870,2.695,1.450,16.06
520,-1.329,-0.007,10.509,3.412,-1.435,3.076,16.34
521,-0.158,0.275,10.011,3.466,4.580,3.076,16.06
522,-2.031,0.891,10.191,2.137,-2.191,2.649,16.01
523,1.856,0.304,9.829,4.359,5.275,2.275,16.01
524,-2.898,0.965,9.937,1.824,-3.252,2.656,16.06
525,1.293,-0.077,9.798,3.931,5.023,3.458,16.25
526,-3.319,0.939,9.863,1.519,-1.588,2.504,16.25
527,2.076,-0.402,9.947,3.069,4.214,3.176,16.06
528,-3.032,1.011,9.968,2.702,0.137,1.481,16.15
529,1.023,-0.575,10.028,2.901,0.534,3.809,16.06
530,1.289,-0.850,9.925,3.458,0.992,3.160,16.06
531,-3.669,0.168,10.186,0.954,-2.076,1.992,16.15
532,0.520,-1.118,10.272,0.496,-0.198,4.557,16.06
533,-3.741,0.295,10.188,-1.145,-0.321,2.427,16.25
534,-1.602,0.668,9.858,2.237,2.382,2.344,16.25
535,0.927,-0.304,9.963,2.901,2.489,3.908,16.25
536,-0.225,0.726,9.822,2.565,4.183,1.061,16.20
537,0.477,-0.405,10.026,2.031,0.557,2.947,16.06
538,-0.084,-0.484,10.093,2.023,4.748,3.107,15.92
539,-0.302,-1.075,10.512,1.221,0.076,4.496,15.92
540,-1.214,-0.987,10.493,-1.107,0.092,3.313,16.25
541,-3.461,1.176,10.011,2.244,-2.031,1.740,16.06
542,1.672,-1.169,10.131,2.725,4.962,3.069,15.92
543,-3.710,0.177,10.150,-0.076,-2.374,3.153,16.01
544,1.418,-0.953,10.461,0.901,3.359,4.107,16.20
545,-3.901,0.680,10.124,-2.573,-0.244,1.275,15.87
546,0.551,-1.111,10.220,-0.466,0.687,3.130,16.01
547,-2.259,0.944,9.453,-3.336,2.336,-0.084,15.82
548,-1.746,0.163,9.911,-1.695,-0.656,-0.450,16.25
549,-0.989,1.166,9.494,-2.382,4.977,-1.847,15.64
550,-2.007,0.153,10.088,-2.344,-2.336,-2.252,16.01
551,-1.717,0.498,10.404,-1.076,-1.893,-2.863,16.15
552,-1.801,1.542,10.097,-1.092,-2.672,-2.298,16.25
553,1.947,0.522,10.179,2.519,4.336,-1.153,16.01
554,-3.343,2.005,9.987,0.160,-2.473,-3.214,16.34
555,2.345,0.637,9.597,2.969,2.229,-0.290,16.06
556,-2.361,2.548,9.626,0.832,-1.679,-2.878,16.25
557,-0.333,0.577,10.335,4.107,-0.435,0.656,16.15
558,0.053,0.182,10.200,2.641,-0.046,2.427,16.25
559,1.030,0.340,9.923,4.107,4.977,2.099,15.92
560,-0.735,0.098,10.212,2.718,-1.878,3.000,16.15
561,-0.299,-0.228,10.076,2.046,-1.275,2.420,16.20
562,-0.824,0.005,9.947,2.557,4.336,2.099,16.06
563,-1.581,-0.695,10.414,0.954,-2.794,3.817,15.92
564,1.437,-0.879,10.311,0.840,5.313,3.748,16.01
565,-3.803,0.211,10.222,-1.832,-2.382,2.282,16.01
566,1.624,-1.001,10.026,-0.031,4.229,2.573,16.06
567,-4.428,0.189,10.255,-3.405,-1.511,0.435,15.92
568,0.242,-0.089,9.671,-1.679,2.992,1.374,16.39
569,-3.554,1.542,9.764,-3.336,1.580,-1.649,16.25
570,0.419,-0.057,9.887,-1.069,-0.069,-0.519,16.15
571,-3.379,0.944,10.100,-1.397,-2.725,-3.725,16.25
572,-2.326,0.419,10.253,-1.389,-2.450,-2.534,16.15
573,0.457,1.387,9.422,-0.420,6.511,-1.557,16.15
574,-3.966,1.178,10.296,-1.107,-2.313,-3.687,15.92
575,2.369,0.738,9.695,0.076,5.855,-0.344,16.15
576,-4.155,2.347,9.659,-2.405,-1.901,-2.954,16.25
577,2.057,0.917,9.580,1.954,3.214,-1.786,16.25
578,-2.369,2.438,9.508,0.046,0.977,-3.573,16.06
579,0.948,0.747,9.889,2.679,1.191,-1.328,16.06
580,-1.312,2.177,9.527,3.023,2.282,-1.855,16.25
581,0.685,0.213,10.651,3.313,-1.771,0.351,16.20
582,0.704,0.072,10.330,3.176,-0.542,2.969,15.92
583,0.390,-0.230,9.856,2.000,0.107,3.336,16.15
584,2.093,-0.450,9.925,3.443,5.023,2.023,16.15
585,-1.794,-0.390,10.416,2.046,-2.260,1.931,16.25
586,1.641,-1.174,10.236,1.756,4.626,4.733,16.06
587,1.413,-0.855,10.124,0.046,4.160,2.763,16.15
588,-2.450,1.054,9.621,-3.252,3.130,-0.962,16.20
589,-2.297,1.459,10.097,-1.931,2.931,-3.008,15.92
590,-2.814,0.771,10.318,-1.847,-2.321,-3.840,16.06
591,-2.654,1.612,10.136,-2.122,-2.634,-2.832,16.20
592,-0.556,-0.879,10.519,-0.618,-0.771,3.092,16.01
593,-0.019,0.968,9.650,-1.038,5.420,-0.931,16.01
594,-3.717,1.674,9.906,-2.725,-0.450,-3.603,16.06
595,-3.925,2.163,9.942,-1.740,-1.366,-3.260,16.06
596,-0.359,1.245,9.954,0.176,-1.069,-2.382,16.06
597,0.901,0.891,10.006,3.191,-0.924,-0.366,16.01
598,2.208,0.153,9.841,4.534,4.939,1.061,16.15
599,2.084,-0.041,9.767,4.267,5.000,2.420,16.15
600,-3.715,1.013,10.073,2.244,-0.427,2.328,16.25
601,2.069,-0.678,9.841,3.695,4.763,3.527,16.25
602,-1.317,0.541,9.884,2.053,1.931,1.336,15.92
603,-4.091,0.120,10.313,0.130,-1.641,2.947,15.92
604,1.835,-0.951,10.088,0.702,3.466,4.214,16.01
605,-3.461,0.764,10.054,-1.550,-0.313,2.229,16.01
606,-0.683,-0.457,10.021,-1.321,0.817,2.611,16.01
607,-3.200,0.968,9.705,-2.634,3.656,-0.901,16.25
608,-0.814,0.091,9.903,-1.870,-1.183,-0.718,16.20
609,0.589,0.891,9.501,-1.939,5.504,-0.740,15.92
610,-3.140,0.654,10.188,-2.115,-2.374,-3.076,16.01
611,0.929,1.015,9.621,-0.176,6.573,-1.321,16.25
612,-3.772,1.487,9.920,-2.588,-1.710,-4.489,16.15
613,-3.389,2.081,9.741,-0.832,-2.931,-3.115,15.87
614,-1.892,2.000,9.901,0.985,-2.595,-2.107,16.25
615,1.202,0.259,10.339,4.382,1.969,1.809,16.01
616,-3.135,1.894,9.736,2.878,-2.115,0.794,16.15
617,1.233,0.062,10.069,3.191,0.176,2.893,16.15
618,-3.090,1.562,9.800,2.229,-0.206,1.328,16.06
619,-1.674,0.259,10.351,2.336,-1.947,3.412,16.20
620,-1.562,-0.287,10.370,1.947,-1.794,3.107,16.25
621,1.801,-1.114,10.200,2.160,5.092,3.954,15.92
622,-2.493,-0.388,10.390,-0.885,-2.206,2.924,16.20
623,0.560,-0.738,10.306,0.672,2.626,4.084,15.92
624,0.146,0.141,9.484,-1.389,5.267,1.015,16.15
625,-3.703,0.599,10.095,-3.779,-2.153,-1.405,16.06
626,2.014,0.062,9.547,-1.008,5.282,-0.023,16.15
627,-4.105,1.267,9.848,-3.160,-1.122,-2.924,16.15
628,1.586,0.254,9.846,0.115,2.969,-0.939,16.01
629,-3.775,1.681,10.014,-2.038,1.878,-3.939,16.06
630,-0.328,0.295,10.342,-0.328,0.504,-1.771,15.82
631,-1.427,2.206,9.894,-1.107,4.191,-2.893,15.82
632,-0.936,1.073,10.066,-1.023,-1.916,-1.183,16.06
633,-0.766,2.666,9.271,0.924,6.198,-2.550,16.15
634,-0.247,2.419,9.015,2.076,4.641,-1.481,16.25
635,1.490,0.613,10.035,3.122,-0.137,-0.359,16.01
636,2.033,0.244,9.884,4.748,5.519,1.168,16.06
637,-1.248,0.702,10.342,3.321,-1.740,2.595,16.01
638,2.201,0.275,9.808,3.878,4.748,3.099,16.01
639,-1.849,0.781,10.042,1.939,-2.511,2.237,16.06
640,1.700,-0.702,10.251,4.107,3.015,3.565,16.01
641,1.779,-0.826,9.973,3.244,2.931,3.038,16.01
642,-2.115,0.105,9.915,0.756,4.084,2.489,16.20
643,-2.864,0.568,9.717,-1.458,3.137,1.427,16.06
644,-4.292,0.920,9.908,-3.450,-1.992,-1.115,16.01
645,-1.130,0.592,9.865,-2.344,-1.931,-2.053,16.06
646,0.855,0.936,9.673,-1.275,5.817,-1.481,16.25
647,-3.020,0.821,10.342,-1.198,-2.359,-3.603,15.92
648,2.167,0.726,9.951,0.198,6.618,-2.038,16.06
649,-3.339,1.552,9.901,-2.176,-2.443,-2.206,16.06
650,1.758,0.690,9.702,1.160,4.672,-0.710,16.25
651,-2.910,2.417,9.570,0.069,-0.832,-3.718,16.01
652,2.534,0.589,9.697,2.939,3.244,-0.977,15.92
653,-1.487,1.933,9.748,2.366,0.695,-1.863,16.25
654,0.081,0.462,10.392,3.687,-0.275,1.130,16.15
655,-1.655,1.403,10.042,3.832,3.504,1.176,16.01
656,-3.303,1.327,10.052,1.878,-1.603,1.656,16.25
657,-0.204,-0.357,10.186,2.458,-0.702,3.992,16.06
658,0.304,-1.142,10.409,2.153,-1.092,3.275,16.06
659,1.928,-0.651,10.143,0.916,5.412,3.641,16.39
660,0.877,-0.613,9.745,-0.634,5.641,1.511,16.15
661,-3.839,1.166,9.865,-3.473,0.672,-2.160,15.92
662,1.942,-0.151,9.508,-1.038,4.382,-0.427,16.15
663,-1.997,1.483,9.638,-1.779,3.321,-3.244,16.01
664,-1.552,2.024,9.640,-1.466,3.641,-2.435,16.15
665,-2.915,1.511,10.050,-2.115,-2.527,-3.008,16.25
666,0.057,0.886,10.078,2.687,0.198,-1.634,16.06
667,-0.776,2.285,9.264,1.763,4.031,-1.985,16.01
668,-0.199,0.924,9.911,2.771,-1.985,-0.534,16.15
669,1.305,0.465,9.841,4.275,4.756,1.168,16.34
670,-2.373,1.135,10.313,2.069,-2.420,2.328,16.06
671,1.533,0.489,9.911,4.153,5.573,2.511,16.20
672,-2.771,0.917,10.152,1.374,-2.847,2.092,16.01
673,1.787,-0.807,10.090,4.176,4.305,4.328,16.15
674,-3.638,0.972,9.872,0.779,-1.519,1.977,16.06
675,2.350,-0.467,10.028,3.221,2.779,3.038,16.20
676,-2.579,0.081,10.117,1.160,0.718,1.916,16.06
677,-2.505,2.062,9.896,1.015,-2.641,-2.382,16.25
678,-2.491,1.418,9.738,3.321,2.527,1.840,16.01
679,-0.927,0.242,10.141,3.183,-1.618,2.420,16.06
680,2.172,0.031,10.088,4.718,4.679,2.321,16.25
681,-3.240,1.605,10.085,1.832,-1.771,2.252,16.15
682,1.456,0.527,10.141,4.069,2.107,0.412,15.92
683,-2.692,1.612,9.834,3.443,0.969,0.458,16.34
684,-3.446,2.941,9.757,-1.656,1.740,-3.412,16.34
685,-0.505,1.042,9.999,1.542,0.328,-2.038,16.06
686,1.483,0.453,9.477,-1.015,5.992,-1.046,15.87
687,-3.149,0.251,10.050,-0.626,0.679,1.748,16.06
688,-4.385,1.667,9.992,-3.229,-0.901,-3.237,15.92
689,0.081,-0.577,10.090,2.603,4.061,2.733,16.01
690,-2.690,1.547,9.884,-2.519,2.947,-2.969,16.01
691,0.532,-0.103,9.942,3.160,0.382,2.710,16.01
692,-3.233,0.134,10.126,0.763,1.725,1.718,15.92
693,1.528,0.314,9.815,4.405,5.092,2.252,15.92
694,-3.468,1.073,9.858,1.153,-1.282,2.527,16.06
695,1.277,1.657,9.228,2.618,4.939,-2.031,16.20
696,-2.958,0.934,9.942,2.260,1.473,2.221,16.25
697,2.474,0.510,9.678,3.053,5.458,-1.267,16.15
698,2.273,0.522,10.004,4.481,4.557,1.160,16.20
699,0.714,2.045,9.297,-0.901,5.901,-1.748,16.44
700,-2.690,1.660,9.951,-1.260,-3.107,-2.664,16.06
701,1.392,-0.838,10.380,0.473,3.008,3.969,16.06
702,-1.344,0.604,10.387,2.473,-1.939,2.053,16.06
703,-1.118,-1.236,10.646,1.626,-0.458,3.916,16.20
704,-3.300,1.918,9.913,2.496,-2.695,0.763,15.92
705,-1.451,0.000,10.169,1.771,-2.214,1.695,16.06
706,-1.835,2.167,9.489,1.527,0.344,-1.748,16.25
707,-0.769,-0.110,10.265,3.298,-0.504,3.298,16.06
708,-3.157,2.266,9.784,-0.687,-1.511,-4.305,16.15
709,1.554,0.517,9.719,2.504,1.298,-1.550,16.01
710,-2.328,2.304,9.834,-0.634,3.847,-1.840,16.20
711,-2.273,1.597,9.994,-0.382,-2.214,-2.954,16.25
712,1.166,1.078,9.592,-0.214,5.939,-1.626,16.06
713,-2.979,1.212,10.188,-2.321,-2.321,-2.840,15.92
714,-1.878,0.525,10.236,-1.122,-0.718,-2.244,15.92
715,-0.005,1.461,9.539,-0.809,5.420,-2.695,16.01
716,-2.364,1.085,9.472,-2.809,3.679,0.008,16.01
717,-1.487,0.187,9.891,-1.977,-1.504,-2.122,16.06
718,-1.001,1.296,9.575,-1.924,4.832,-1.252,16.39
719,-3.540,-0.055,10.356,1.496,-2.672,2.702,16.25
720,0.850,-0.237,9.662,-1.504,2.221,0.580,16.39
721,-4.191,0.994,9.858,-3.382,-1.053,-1.748,16.06
722,-1.502,-0.836,10.430,-0.977,-1.656,2.534,16.25
723,-4.045,0.333,9.958,-2.214,0.763,1.023,16.20
724,-3.866,0.297,10.004,-1.168,0.214,1.695,16.20
725,1.791,-0.618,10.021,0.076,4.580,3.252,16.01
726,-2.134,-0.271,10.148,2.092,2.458,2.328,16.15
727,1.109,-1.186,10.265,2.908,2.550,4.595,16.25
728,-1.523,0.287,10.009,-0.168,3.863,2.473,16.06
729,-4.304,0.345,10.234,-3.176,-1.023,0.786,16.06
730,-0.007,-0.486,9.896,-0.924,2.672,1.649,16.25
731,-3.504,1.221,9.630,-3.534,0.878,-1.076,16.25
732,0.170,0.098,9.623,-1.863,1.351,-0.115,16.20
733,-2.484,1.456,9.867,-2.634,1.702,-2.015,16.25
734,-0.163,-0.086,10.054,-1.000,-0.634,-2.206,16.20
735,-2.491,1.681,9.491,-1.870,4.053,-3.595,16.06
736,-0.407,0.513,10.150,-0.565,-1.267,-1.962,16.20
737,-1.653,1.950,9.812,-1.237,4.847,-2.473,15.87
738,-2.522,1.389,9.913,-1.351,-1.786,-2.351,16.06
739,0.908,1.990,9.451,0.214,5.504,-1.817,16.20
740,-2.903,2.625,9.832,-0.023,1.611,-2.710,16.06
741,0.182,1.425,9.882,1.626,-1.908,-0.931,16.06
742,-2.009,2.450,9.803,2.771,1.649,-2.084,16.06
743,-2.076,1.245,10.224,2.702,-2.634,0.870,16.20
744,-0.467,1.267,9.889,4.145,2.916,0.901,16.01
745,-2.520,1.236,10.179,1.748,-2.336,3.153,15.87
746,-0.620,1.135,9.547,3.931,3.542,1.634,16.01
747,-1.403,1.272,10.488,2.603,-2.885,-0.733,16.20
748,-1.248,1.823,9.796,3.427,2.481,-0.359,16.25
749,-1.818,1.157,10.112,2.038,-2.519,1.992,16.06
750,1.657,0.719,10.026,0.771,3.763,0.229,16.01
751,-2.764,2.065,9.662,2.557,-1.351,-0.802,16.25
752,-0.053,0.769,9.867,2.061,0.817,-2.397,16.06
753,-0.975,2.335,9.319,1.557,3.443,-2.298,15.92
754,-1.468,1.231,10.335,-0.908,-1.336,-1.137,16.01
755,-0.218,2.524,9.238,0.802,5.351,-2.534,16.25
756,-1.226,1.296,10.076,1.145,-2.069,-3.275,16.15
757,2.438,0.980,9.448,2.855,6.160,-0.695,16.06
758,-2.383,2.041,9.992,1.687,-2.748,-1.511,16.15
759,2.165,0.517,9.985,4.618,4.542,1.763,16.06
760,-3.013,1.497,10.284,2.565,-1.992,2.008,15.92
761,-0.663,0.455,9.944,-1.298,-0.344,-1.412,16.25
762,-2.170,1.087,10.160,-1.359,-2.748,-2.015,16.20
763,1.904,1.274,9.695,0.435,6.008,-1.489,16.06
764,-3.092,2.055,10.052,0.061,-2.336,-3.168,15.92
765,2.467,0.908,9.559,3.099,5.267,-1.267,16.15
766,-2.385,2.390,9.594,1.023,-1.771,-2.290,16.25
767,1.799,0.129,10.351,4.786,3.160,1.664,16.06
768,-2.972,1.657,9.958,2.977,-0.344,0.145,16.06
769,1.832,-0.096,10.272,3.687,1.916,3.092,16.06
770,-2.948,1.236,10.133,2.756,1.252,1.328,16.20
771,-0.510,-0.072,10.150,2.542,-0.038,2.756,15.92
772,1.444,-0.469,10.212,2.939,0.832,3.321,16.06
773,-3.317,0.513,10.358,1.817,-0.954,1.824,16.15
774,-0.881,-0.915,10.282,0.511,-1.069,4.145,16.06
775,-3.118,0.398,10.232,-0.389,0.855,2.298,16.25
776,-1.444,-0.889,10.485,-1.137,-2.237,2.702,16.20
777,-2.843,0.587,9.975,-0.733,2.885,1.122,16.06
778,-4.124,-0.038,10.275,-3.168,-2.641,0.939,15.92
779,-0.836,0.817,9.365,-2.427,4.618,-0.588,16.06
780,-3.863,0.788,10.052,-2.405,-1.870,-2.313,16.15
781,0.096,1.051,9.355,-1.305,6.053,-0.573,16.06
782,-0.067,1.638,9.688,-0.916,6.076,-2.084,16.15
783,-2.146,0.747,10.473,-1.168,-2.328,-3.618,16.06
784,1.962,0.505,9.935,-0.031,5.954,-0.985,15.87
785,-3.911,2.165,10.284,-2.229,-2.260,-2.954,16.01
786,2.151,1.154,9.726,1.504,5.053,-1.015,15.87
787,-3.523,2.191,10.095,-0.359,-1.214,-3.664,16.44
788,1.863,0.299,9.673,3.183,3.420,-1.634,16.20
789,-2.100,2.431,9.741,1.351,0.023,-3.092,16.06
790,1.698,0.503,10.097,4.168,1.389,0.458,16.06
791,-2.536,1.894,9.920,3.153,1.366,0.366,16.20
792,-3.061,1.432,9.896,2.221,-1.893,2.198,15.92
793,1.291,-0.431,10.243,3.336,0.656,3.069,16.25
794,-3.406,1.025,9.884,2.267,-1.427,2.061,16.15
795,-1.111,0.017,9.954,1.740,-0.611,3.504,15.92
796,-0.920,-1.236,10.452,2.237,-0.443,4.176,16.06
797,1.308,-0.352,10.006,0.237,5.557,2.687,16.15
798,0.589,-0.017,9.717,-1.405,5.885,0.420,16.06
799,-3.906,0.675,10.203,-2.885,-0.038,-2.557,16.01
800,-4.139,1.739,9.872,-2.702,0.298,-4.137,16.06
801,-1.229,0.601,9.954,-0.481,-1.145,-1.687,16.06
802,-0.587,1.071,9.973,0.626,-0.924,-2.679,16.25
803,-0.031,0.687,10.090,3.687,-1.420,-0.588,16.15
804,-0.958,1.554,9.690,3.427,3.427,0.359,16.01
805,-0.278,0.144,10.564,2.962,-1.794,2.595,15.92
806,-0.752,1.530,9.776,2.847,4.954,2.145,16.15
807,-2.699,0.869,10.023,2.328,-2.901,2.260,16.34
808,1.209,-0.137,9.810,3.748,5.046,2.954,16.06
809,-3.375,0.800,9.800,1.107,-2.412,2.702,16.06
810,1.815,0.060,9.664,2.992,5.397,2.992,16.06
811,-3.973,0.153,10.296,0.908,-2.237,2.359,15.92
812,1.775,-1.135,10.227,1.832,3.534,4.466,15.87
813,-3.952,0.601,9.992,-1.771,0.122,1.389,16.06
814,-4.416,0.857,9.889,-3.435,-0.328,-0.534,16.25
815,-4.481,1.607,9.889,-3.076,-0.969,-3.748,16.15
816,-1.497,0.513,10.426,-1.061,-0.992,-2.290,16.01
817,-2.050,1.856,9.659,-2.344,1.733,-3.664,16.01
818,-2.182,1.181,10.152,-0.931,-2.374,-1.588,16.20
819,-2.376,2.857,9.487,-1.298,3.321,-3.092,15.92
820,-3.006,2.132,9.949,0.053,-2.122,-3.458,16.06
821,-2.898,1.744,10.253,2.687,-3.176,0.099,16.15
822,2.342,0.148,10.057,4.038,3.267,2.832,16.01
823,1.933,-0.505,10.093,4.427,3.740,3.313,16.25
824,2.314,-0.728,10.162,3.397,4.305,2.977,16.01
825,-3.765,0.038,10.279,1.038,-1.557,2.511,15.92
826,1.756,-0.915,10.243,1.015,2.817,3.473,16.01
827,-3.743,0.534,10.184,-2.176,0.710,1.198,16.06
828,-1.241,-0.927,10.260,-0.763,0.565,2.565,16.01
829,-2.783,0.951,9.451,-2.565,2.870,-1.160,16.15
830,-1.025,0.156,9.999,-1.702,-0.611,-0.534,16.01
831,-1.784,1.411,9.750,-2.206,4.351,-1.756,16.01
832,-3.116,0.472,10.172,-1.786,-1.893,-2.832,16.06
833,1.348,0.999,9.410,-0.504,6.511,-2.626,16.06
834,-1.267,2.529,9.317,-2.137,2.939,-2.237,16.06
835,-3.051,1.633,9.951,-0.191,-2.282,-3.779,16.15
836,-0.508,2.306,9.683,0.908,5.366,-3.198,16.15
837,-2.797,2.551,9.618,0.588,-1.771,-2.733,16.06
838,1.799,1.420,9.501,3.557,5.595,-0.405,15.92
839,-2.831,1.808,9.980,3.397,-0.534,-0.321,16.15
840,2.108,-0.034,10.296,5.160,4.107,2.405,16.25
841,-2.259,1.765,9.796,3.153,2.176,1.244,16.06
842,2.179,0.134,10.090,3.595,2.183,3.053,16.01
843,-0.426,0.604,9.659,3.626,3.725,1.992,16.06
844,-0.014,-0.627,10.100,2.550,0.496,3.183,16.25
845,2.002,1.023,9.764,0.634,4.977,-0.252,16.06
846,-2.982,1.978,9.748,2.557,-2.588,-0.870,16.25
847,2.017,-0.120,10.150,4.496,1.954,2.260,16.25
848,2.309,0.026,9.911,3.664,3.725,2.740,16.06
849,-2.764,0.850,9.968,2.382,0.550,1.153,16.25
850,-3.343,0.958,10.061,2.130,-0.870,2.550,16.15
851,0.263,-1.305,10.485,2.153,-0.282,4.023,16.01
852,1.504,-0.793,10.224,0.153,1.939,3.221,16.01
853,-2.994,0.757,10.014,-1.863,2.847,0.588,16.15
854,-2.778,1.336,9.659,-3.153,1.809,-2.290,15.92
855,-2.167,0.290,10.366,-1.763,-1.947,-2.366,15.92
856,1.993,0.323,9.932,-0.137,4.931,-0.992,16.39
857,-3.446,1.827,9.736,-2.237,-0.122,-4.084,16.15
858,1.351,0.582,9.853,0.328,2.550,-0.481,15.92
859,-3.660,2.067,10.141,-1.527,1.550,-3.244,16.06
860,1.054,0.647,9.788,0.473,0.328,-1.565,15.92
861,-0.618,2.625,9.463,0.473,4.069,-3.809,16.15
862,-0.740,1.135,9.822,1.893,-0.870,-1.534,16.06
863,0.108,1.875,9.111,3.527,4.435,-1.107,16.01
864,-0.783,0.733,10.279,3.008,-2.702,0.771,16.06
865,1.835,0.321,9.822,4.641,5.229,1.725,16.25
