Amostra,Acel_X,Acel_Y,Acel_Z,Giro_X,Giro_Y,Giro_Z,Temperatura
429,-0.589,4.107,9.482,9.550,3.977,-11.244,16.06
430,-0.649,-0.041,10.330,-7.840,-1.458,7.122,16.01
431,-0.719,-1.497,10.289,14.198,5.863,2.702,16.06
432,-4.898,4.064,9.190,-9.649,-3.305,-7.176,15.92
433,3.492,-3.662,10.045,1.908,8.443,9.725,15.92
434,-3.703,5.185,9.036,4.168,-4.053,-12.450,16.15
435,1.356,-0.793,10.624,-7.237,8.344,9.611,16.15
436,3.537,-3.166,11.019,11.969,5.588,4.908,16.25
437,3.329,4.512,7.820,-1.588,8.672,-12.656,16.25
438,-6.261,-0.290,9.760,-10.954,-1.092,9.313,15.92
439,-1.535,-2.194,10.943,13.130,1.290,2.573,16.15
440,-4.843,4.646,8.854,-10.771,-4.214,-9.550,16.15
441,-3.799,-0.747,10.713,-6.260,-6.489,12.450,15.92
442,5.544,-0.953,10.876,16.229,5.473,-2.267,15.87
443,2.661,1.739,9.527,-6.290,6.863,-4.954,16.20
444,-1.339,-2.357,9.523,-1.489,3.229,8.756,16.25
445,0.086,1.550,10.464,14.710,3.053,-5.038,16.06
446,-6.864,1.926,9.990,-9.840,-5.382,-2.214,16.06
447,1.298,-2.273,9.743,5.740,-1.275,9.611,16.15
448,0.096,4.234,8.102,-0.840,8.260,-14.168,16.06
449,-1.981,-0.754,10.473,-7.779,-6.321,10.939,16.25
450,4.170,-0.783,10.634,16.122,6.863,-2.985,16.06
451,-7.664,2.242,9.863,-9.786,-5.137,-2.511,15.92
452,3.200,-2.843,9.985,8.504,5.763,6.916,16.15
453,-5.849,4.919,8.648,-9.008,-0.321,-13.160,16.06
454,3.427,-3.116,10.737,-1.221,3.389,12.229,16.06
455,-2.541,1.882,9.719,13.046,1.122,-8.389,15.92
456,0.592,0.259,10.775,-7.191,-1.130,6.382,15.87
457,2.819,-2.244,9.738,7.382,1.176,7.435,16.15
458,-5.276,4.627,8.718,-7.977,0.924,-11.679,16.01
459,-2.148,-1.399,10.490,-5.504,-3.466,11.626,16.06
460,1.952,-1.015,11.051,14.611,-4.008,1.435,16.20
461,2.323,1.902,9.705,-8.550,8.489,-6.939,16.15
462,2.546,-1.914,9.839,-0.069,6.122,13.794,15.87
463,-3.834,1.403,9.654,12.450,1.954,-7.206,16.01
464,1.289,0.273,10.723,-9.290,6.725,7.298,16.34
465,-0.889,-2.673,10.552,10.840,4.695,4.267,15.87
466,-0.654,4.795,7.887,-2.931,6.473,-13.443,16.06
467,-2.409,0.965,10.227,-8.244,4.061,7.084,16.25
468,-0.457,-0.829,11.276,13.015,-3.565,1.611,15.92
469,-1.559,2.761,9.271,-8.115,7.282,-3.718,16.06
470,-0.996,-2.790,10.047,2.954,-4.214,6.977,15.92
471,4.476,4.270,8.232,0.573,8.298,-12.366,15.92
472,-7.619,-1.420,11.067,-5.718,-6.290,11.092,15.92
473,5.509,-0.956,10.639,15.847,5.809,-3.145,16.06
474,-7.456,2.076,10.109,-9.878,-2.634,-0.771,16.15
475,3.046,-2.649,10.852,8.435,2.893,6.573,15.92
476,-3.360,5.233,7.966,-7.954,3.832,-12.397,16.06
477,1.626,-1.962,10.552,-1.511,-2.160,11.840,16.06
478,2.093,-1.188,10.449,15.137,-0.969,-1.450,16.15
479,-1.183,2.237,9.518,-7.710,0.939,-5.840,16.06
480,0.841,-2.879,9.585,-0.038,7.351,10.260,16.15
481,2.112,0.572,10.370,14.954,7.046,-4.206,16.15
482,-6.191,3.090,9.494,-10.802,-1.435,-2.267,16.06
483,-3.056,-1.962,10.330,1.779,-1.840,9.244,16.01
484,0.819,3.875,8.826,7.939,-3.687,-11.084,16.20
485,-6.565,0.429,10.711,-10.183,0.580,7.031,16.25
486,-3.372,-2.100,11.103,14.214,-5.725,1.863,16.15
487,-4.627,4.917,8.862,-10.206,-3.641,-12.359,16.01
488,-2.754,-1.609,10.881,-3.229,-4.695,12.321,16.20
489,4.345,-0.642,10.749,13.603,7.756,-4.260,15.92
490,-6.481,2.285,9.815,-8.237,-6.069,1.168,16.06
491,3.389,-2.668,10.358,7.321,6.580,4.931,16.25
492,-5.580,5.391,8.191,-8.443,-1.008,-12.840,16.25
493,2.661,-2.347,10.799,0.374,3.931,14.122,16.15
494,-3.365,1.380,9.685,11.046,0.145,-8.305,15.92
495,1.547,0.738,11.223,-7.809,2.725,6.282,16.15
496,-2.620,-1.942,10.624,11.038,3.603,2.992,16.06
497,-3.717,4.273,9.393,-10.206,-2.229,-9.076,16.15
498,1.653,2.754,9.108,-5.611,8.840,-7.763,16.15
499,2.247,-0.441,9.585,-7.534,4.069,9.916,16.25
500,-2.742,-1.174,10.093,15.527,0.382,0.359,16.06
501,-0.216,2.175,10.327,-8.053,0.878,-3.603,16.25
502,-1.365,-1.597,9.432,5.550,4.824,8.183,15.92
503,-1.154,4.258,8.375,-4.641,-2.527,-11.634,16.25
504,0.369,-1.466,10.229,-4.031,5.099,11.443,15.92
505,-2.860,1.808,10.085,13.305,-5.496,-6.168,16.01
506,0.134,0.465,10.600,-6.710,7.260,4.725,16.06
507,-4.052,-1.801,11.242,9.687,-5.466,3.748,16.25
508,-3.243,5.602,8.126,-7.779,-2.824,-12.305,16.06
509,2.290,-1.559,9.932,-4.000,6.275,13.565,16.34
510,3.669,-2.287,10.871,15.252,6.412,1.084,16.01
511,-4.093,3.123,8.835,-9.153,4.443,-5.885,16.25
512,-3.365,-2.179,9.875,-4.191,0.145,10.115,16.06
513,-1.574,1.993,9.760,14.267,-5.298,-5.885,16.01
514,-3.815,2.637,9.599,-9.641,-3.267,-5.008,15.92
515,5.868,-3.018,9.369,4.420,6.794,10.076,15.82
516,4.385,1.413,9.341,11.153,4.763,-9.511,16.15
517,-4.254,1.871,10.152,-8.832,4.542,2.580,16.06
518,-2.019,-2.402,10.651,3.534,5.496,6.863,15.92
519,-0.948,2.793,9.539,7.664,5.084,-8.908,16.06
520,-0.513,0.211,10.622,-7.061,-2.252,6.763,15.92
521,1.988,-1.456,10.090,12.298,5.550,0.015,16.06
522,-5.058,2.800,9.518,-9.191,-3.893,-5.000,16.25
523,3.291,-2.670,9.796,3.053,8.962,9.122,15.87
524,-4.100,5.257,9.120,0.473,-3.870,-11.916,16.15
525,3.025,-0.934,9.913,-3.908,8.481,10.298,16.15
526,-3.406,-0.924,10.517,13.885,-3.023,-1.504,16.20
527,1.506,0.719,9.923,-6.618,4.916,-0.443,16.06
528,-4.340,-1.909,10.320,5.389,0.374,5.695,16.15
529,-4.385,4.929,8.462,1.282,-4.206,-10.855,16.06
530,2.977,-1.147,11.151,-5.153,2.527,9.061,15.92
531,3.535,-2.613,11.051,10.191,0.840,5.565,16.06
532,0.786,3.799,8.474,-5.901,9.298,-9.870,16.06
533,-0.901,-0.668,10.088,-7.695,7.206,10.366,16.15
534,-5.121,-1.365,10.615,13.580,-3.580,0.076,15.92
535,-6.591,5.104,8.454,-11.122,-1.763,-11.176,16.01
536,-0.168,-1.406,11.187,-0.802,-2.824,12.710,15.82
537,0.910,-0.781,11.659,12.748,-1.519,-1.748,16.01
538,0.786,2.357,9.465,-7.840,9.481,0.359,16.15
539,0.192,-1.779,10.224,0.374,3.588,7.366,16.06
540,-0.774,3.971,8.320,5.489,-3.916,-10.595,16.01
541,-1.135,-0.170,10.045,-6.038,7.244,9.168,16.20
542,-0.826,-0.800,10.926,12.107,-5.260,-0.969,16.15
543,-1.109,2.294,8.912,-6.840,8.542,-1.748,16.15
544,-3.535,-2.127,10.215,4.366,-3.656,5.519,15.92
545,4.371,4.584,7.734,-1.863,7.458,-11.519,16.15
546,0.639,0.046,10.442,-6.473,8.168,9.290,15.92
547,-3.858,-0.874,11.091,10.687,-1.924,1.000,16.15
548,-1.990,3.061,9.163,-8.565,-2.511,-7.863,16.01
549,4.203,-3.209,9.784,-0.740,6.771,10.252,16.01
550,-5.008,1.945,10.404,-9.634,3.786,0.008,16.01
551,-5.607,-0.043,10.143,-7.901,0.305,9.221,16.25
552,-6.876,3.502,8.852,-9.924,-1.855,-7.527,16.06
553,-4.627,0.956,11.460,-8.489,-3.824,4.359,16.06
554,-5.947,2.826,9.767,-10.649,1.351,-6.374,16.01
555,-5.650,0.855,10.500,-7.412,-6.252,4.244,16.15
556,-2.239,3.360,8.653,-9.389,6.008,-5.901,16.34
557,-7.221,1.547,10.787,-9.931,-0.405,3.901,15.92
558,0.515,2.156,9.901,-7.351,9.176,-3.947,16.01
559,-1.741,1.813,10.306,-7.466,5.672,6.328,15.92
560,2.785,1.518,8.931,-7.298,4.779,-3.122,16.15
561,-2.817,1.109,10.143,-8.534,4.206,8.321,15.82
562,-1.198,4.754,7.978,4.725,-4.359,-10.405,15.82
563,-1.435,0.017,10.117,-6.962,7.962,9.130,16.01
564,-4.103,4.606,9.285,4.366,-4.061,-12.031,15.92
565,3.159,-0.419,10.495,-6.504,8.107,9.794,16.25
566,-3.973,5.099,8.557,5.313,1.618,-10.908,15.92
567,0.539,0.177,10.969,-6.176,1.275,7.992,16.15
568,1.255,3.552,9.434,5.756,6.504,-11.695,16.01
569,-3.231,0.989,10.854,-8.534,-5.740,6.366,15.87
570,-0.594,4.522,7.939,3.084,6.733,-11.847,16.01
571,-4.337,-0.956,11.259,10.176,-5.580,1.069,16.25
572,-2.685,1.787,10.363,12.015,-4.847,-7.229,16.06
573,-3.839,-1.765,10.993,10.000,0.092,2.061,16.06
574,-3.224,0.910,10.409,13.947,-3.534,-3.656,16.06
575,0.347,-1.681,10.258,9.237,5.046,3.443,16.06
576,-2.371,0.366,10.567,12.489,-0.351,-5.405,16.25
577,2.136,-2.292,10.605,9.489,6.466,3.855,16.01
578,-1.305,0.513,10.179,14.969,4.893,-3.290,16.06
579,3.593,-2.745,9.963,9.863,4.107,5.969,16.06
580,3.775,-1.047,10.658,14.863,7.626,-1.015,16.15
581,1.118,0.244,9.736,-6.496,4.679,2.145,16.06
582,-1.044,-0.481,10.126,-4.695,8.092,10.389,16.01
583,-3.837,3.478,9.144,-9.580,3.420,-6.015,16.20
584,-7.250,0.845,11.012,-8.145,-5.542,3.107,16.06
585,-4.103,-2.309,11.170,6.618,-4.756,5.947,15.73
586,2.776,4.000,8.294,-3.420,8.366,-9.779,16.15
587,1.382,-0.307,10.536,-7.115,8.664,7.962,16.15
588,-3.305,4.740,9.108,5.557,-3.260,-11.366,16.06
589,-7.791,1.724,10.715,-8.176,-7.290,1.130,16.06
590,0.429,0.065,10.495,15.244,-4.237,-2.168,16.01
591,1.274,1.360,9.453,-5.939,7.183,-2.901,16.25
592,-3.894,-2.584,10.648,3.153,-1.725,8.176,15.92
593,-0.331,-1.006,10.234,-6.527,6.412,11.603,16.06
594,-3.901,-2.326,10.112,4.176,0.687,9.893,16.06
595,-2.009,2.469,10.196,-7.863,-1.748,-4.511,16.15
596,-0.975,-2.896,10.411,2.374,6.092,9.000,16.01
597,-4.313,2.577,10.416,-9.198,-2.229,-5.656,16.01
598,1.930,-2.388,10.215,4.450,7.954,9.847,16.06
599,1.049,-1.808,10.196,-6.153,-0.656,12.092,16.20
600,2.397,-2.939,10.342,5.374,7.298,7.824,16.06
601,-2.663,4.771,8.696,-5.061,-3.824,-13.092,15.87
602,0.424,-1.198,11.118,-5.206,1.115,10.840,15.82
603,1.205,-1.061,10.737,14.962,6.168,0.244,16.06
604,-0.412,1.183,10.646,-8.023,-1.473,-2.405,15.87
605,0.417,-2.369,9.695,4.351,8.420,8.985,16.06
606,2.227,3.772,9.089,9.473,7.977,-9.855,16.15
607,-6.423,0.266,11.779,-7.863,-5.107,4.397,16.34
608,1.688,-2.060,10.550,13.840,6.160,1.328,16.20
609,-7.106,3.787,8.713,-10.244,-2.756,-6.397,16.25
610,-4.606,-1.772,9.810,-6.206,-5.847,9.832,15.87
611,4.177,0.630,10.018,14.008,1.328,-4.374,15.92
612,0.057,2.244,10.212,-9.473,8.435,-0.649,16.15
613,-2.924,-2.031,9.961,8.122,-4.634,7.649,15.87
614,-2.625,-1.243,9.848,-4.229,2.641,9.985,16.01
615,-4.507,-2.359,10.574,6.397,-3.702,6.405,16.06
616,2.546,3.849,8.308,-5.252,8.122,-10.664,16.06
617,-4.091,-2.196,10.672,-3.382,-6.206,11.229,16.06
618,5.820,0.980,10.066,12.473,4.015,-10.214,16.01
619,-6.996,1.586,10.852,-10.565,-1.466,3.336,16.25
620,3.923,-2.623,10.979,14.504,3.008,4.267,16.01
621,-4.591,3.664,8.550,-9.458,2.771,-8.901,16.06
622,-4.936,-0.984,9.628,-6.183,-4.031,11.282,15.87
623,-3.444,-1.140,10.205,15.878,-2.374,0.489,16.25
624,-2.153,2.761,10.083,-8.359,-0.420,-4.840,15.92
625,-4.697,-2.795,10.833,6.763,-1.412,8.458,16.20
626,-0.948,5.676,8.107,-2.664,-2.046,-12.885,16.01
627,-4.527,-0.934,9.738,-7.229,-1.198,11.489,15.92
628,-3.087,5.633,9.027,-4.481,-3.351,-14.397,16.01
629,-2.800,-1.746,9.628,-4.939,4.351,10.031,16.20
630,-3.554,0.642,10.239,14.908,-5.695,-4.107,16.06
631,-0.879,0.654,10.622,-8.412,6.084,4.244,15.92
632,-1.219,-1.420,9.628,5.023,6.718,8.756,15.92
633,-3.875,1.597,9.860,-8.237,-5.481,-1.748,16.25
634,0.137,-1.875,9.908,5.107,7.550,6.168,15.92
635,-4.452,5.659,8.512,-6.473,-3.176,-12.321,16.15
636,1.281,-1.712,10.375,-2.405,6.855,12.405,16.25
637,-3.142,1.346,10.409,13.611,-4.221,-6.191,16.20
638,0.927,-0.050,10.193,-6.893,5.718,2.901,15.87
639,-4.706,-2.419,10.356,7.603,-3.344,4.588,16.06
640,2.639,4.282,8.766,-6.366,4.031,-9.427,16.01
641,-4.864,-1.600,10.605,-3.061,-1.931,10.771,16.25
642,3.420,1.214,10.526,11.290,-0.718,-7.931,15.87
643,2.316,1.516,10.047,-6.855,2.389,-0.580,16.01
644,4.836,-2.783,10.742,0.031,1.718,10.649,15.92
645,3.149,1.183,10.574,12.473,7.084,-7.595,16.01
646,-3.700,-0.046,11.127,-5.809,-3.718,6.275,16.01
647,2.429,-1.832,10.461,10.260,5.840,3.931,16.25
648,3.135,4.072,8.196,-0.145,8.672,-12.313,16.20
649,-6.665,0.139,10.598,-10.046,-3.366,7.710,16.06
650,-5.030,-2.285,10.993,9.740,-2.267,3.153,15.92
651,-2.316,5.020,9.218,-8.412,-2.969,-12.267,16.06
652,-2.448,-0.582,10.711,-5.672,-3.031,8.702,16.25
653,-0.019,-1.942,10.955,10.901,-2.809,4.725,16.06
654,-2.024,4.040,8.869,-8.847,7.023,-8.878,16.06
655,0.671,-2.053,9.554,-1.771,-4.359,10.061,15.87
656,1.382,3.252,9.970,10.244,7.183,-8.924,15.82
657,-6.086,0.968,11.316,-8.031,-6.443,3.954,16.06
658,2.982,-2.393,10.852,12.092,6.015,2.893,16.06
659,-5.233,3.787,9.300,-10.511,-2.374,-8.481,15.87
660,4.186,-4.103,9.621,0.366,7.023,9.580,15.92
661,-3.794,3.727,9.194,7.191,-0.718,-9.092,16.06
662,3.181,0.189,11.434,-6.580,5.908,8.969,15.92
663,-3.657,1.636,10.895,-8.473,4.794,4.076,16.01
664,1.669,-2.112,9.575,4.748,8.985,8.977,16.34
665,-4.268,4.972,8.349,-0.435,-4.015,-13.466,16.25
666,1.823,-0.714,9.980,-7.573,7.237,11.267,16.15
667,-3.681,-0.671,10.502,15.985,-2.992,-0.489,15.87
668,0.932,0.742,9.709,-7.015,5.718,-1.664,16.15
669,-4.881,-2.304,10.442,5.252,-1.374,8.748,16.01
670,2.872,3.971,9.060,-1.634,3.832,-11.656,16.06
671,-5.750,-0.218,10.138,-7.656,-1.290,9.840,15.73
672,3.418,0.623,10.931,14.901,-1.374,-4.664,16.06
673,-5.913,2.182,10.545,-8.618,3.214,-0.931,16.01
674,-1.751,-1.844,10.418,3.511,3.015,9.603,16.15
675,-1.813,2.153,9.829,11.267,2.115,-8.664,16.25
676,-2.819,1.633,10.766,-9.206,-5.878,2.031,15.92
677,0.572,-1.758,10.739,5.435,-3.611,5.664,16.25
678,5.564,4.287,7.640,2.344,7.229,-11.939,15.92
679,2.263,-0.022,10.311,-6.046,6.481,6.939,16.15
680,-3.878,-1.691,10.969,8.069,1.786,3.947,16.15
681,-3.319,5.030,8.069,-2.672,4.687,-13.656,15.82
682,-5.976,0.304,10.437,-8.679,-6.496,9.176,16.01
683,-3.109,-1.672,11.403,10.740,-5.626,4.244,15.87
684,-2.539,4.728,8.198,-5.550,-2.664,-12.244,16.06
685,-2.280,-1.712,10.440,-2.893,4.824,12.115,16.06
686,-2.759,1.487,10.423,12.771,-4.740,-6.511,16.01
687,1.447,0.927,10.471,-6.824,7.802,3.443,15.73
688,-4.551,-1.926,10.967,8.519,-6.046,4.191,16.34
689,2.702,3.703,9.127,-9.145,7.901,-8.664,15.92
690,-3.693,-1.576,10.184,-0.779,-5.313,10.076,16.06
691,4.278,1.454,9.005,10.794,4.046,-10.382,16.15
692,-6.653,2.182,11.072,-10.550,-1.427,3.321,15.87
693,4.354,-2.757,10.921,13.893,2.511,3.420,15.92
694,2.522,3.082,8.850,-7.519,8.916,-9.092,16.15
695,-4.757,-1.976,10.155,-4.435,-2.107,9.664,16.06
696,5.875,2.455,9.214,9.611,5.214,-9.191,16.06
697,-2.630,1.988,10.459,-8.939,3.985,2.321,16.06
698,2.644,-2.134,10.687,12.870,2.351,3.870,16.01
699,-1.612,3.470,8.718,-9.595,7.718,-9.595,16.01
700,-3.616,-0.994,10.011,-5.153,4.748,10.977,16.06
701,-3.916,-0.829,10.593,14.519,-4.481,-1.313,16.01
702,-5.863,3.978,8.876,-10.802,-3.786,-8.282,16.20
703,4.407,-3.214,9.935,-0.344,3.145,9.351,16.20
704,-3.652,4.186,9.326,6.550,-2.214,-10.481,16.06
705,-8.519,2.117,9.999,-10.824,-6.321,0.168,15.87
706,3.712,-3.015,10.346,10.053,4.832,5.000,16.06
707,-5.580,4.994,8.732,-9.153,0.420,-10.931,15.92
708,4.584,-2.802,9.748,-1.359,3.458,11.229,16.15
709,-1.791,1.176,9.954,11.427,1.206,-7.420,15.92
710,-1.602,0.024,11.271,-5.809,-1.565,5.756,16.06
711,-1.672,-1.324,10.828,9.191,2.985,2.672,15.92
712,-1.315,3.353,9.396,-9.305,-2.176,-7.718,16.06
713,-0.972,-2.690,10.205,-0.847,5.649,7.794,16.01
714,-2.488,3.296,9.127,9.496,-4.885,-8.168,15.92
715,0.812,-0.723,10.876,-6.618,-0.565,3.649,15.92
716,1.921,-2.484,9.815,7.733,6.206,5.084,16.15
717,3.169,3.731,8.306,2.321,8.069,-13.244,15.92
718,-7.295,0.862,11.060,-9.611,-5.076,6.137,16.25
719,-5.142,-2.469,11.664,8.588,-5.099,4.069,16.01
720,-1.128,4.615,8.227,-7.313,0.702,-11.267,16.06
721,-0.285,-0.168,10.337,-5.527,1.504,9.733,16.15
722,1.712,-1.928,10.639,13.458,6.267,0.962,15.92
723,0.103,3.626,8.900,-7.397,8.527,-8.710,16.01
724,-4.414,-1.473,10.164,-6.214,-5.176,9.573,16.15
725,-2.469,0.036,10.816,14.191,-5.321,-2.450,16.15
726,0.594,2.184,10.198,-8.252,8.863,-1.031,16.15
727,-2.371,-1.784,9.654,7.260,-4.557,6.473,16.06
728,3.248,3.703,7.896,-2.237,7.962,-11.061,16.01
729,-5.334,-1.238,10.275,-8.099,-4.908,10.099,16.06
730,4.898,0.163,9.774,14.733,4.916,-4.038,15.92
731,-7.504,2.570,10.006,-10.672,0.573,-1.130,16.25
732,3.595,-2.120,9.887,9.511,2.611,6.672,16.25
733,-3.212,4.814,8.157,-5.931,4.542,-11.908,15.92
734,2.072,-1.899,10.097,-4.267,0.443,9.969,15.92
735,-0.879,1.289,10.081,13.985,4.344,-4.519,16.25
736,-5.995,1.758,9.858,-10.351,0.214,-4.000,15.82
737,2.886,-1.789,9.262,4.954,-1.534,9.779,16.06
738,1.823,2.045,10.327,10.641,-3.191,-9.099,16.15
739,2.321,1.358,9.705,-6.053,7.855,3.145,16.06
740,4.119,-3.236,10.507,2.771,8.740,7.550,16.15
741,-2.797,4.330,9.616,6.435,0.931,-9.756,16.01
742,-7.202,2.632,9.709,-10.237,-0.229,-2.153,16.15
743,-0.426,-1.035,10.196,6.611,-2.527,8.466,16.06
744,-0.790,4.024,8.895,7.115,-4.321,-10.985,16.01
745,1.511,0.819,10.251,-7.336,8.053,6.763,15.82
746,-8.282,1.018,10.344,-8.557,-6.099,0.664,16.06
747,0.752,-2.793,9.901,2.557,5.359,10.824,16.01
748,0.975,0.158,10.073,13.305,5.427,-5.817,16.15
749,-6.342,2.170,10.667,-8.641,-5.557,-1.542,16.06
750,-3.008,-2.706,10.394,-0.908,-4.748,8.221,15.82
751,2.757,3.219,9.827,10.771,0.710,-8.405,16.06
752,0.618,1.353,10.483,-6.588,2.763,-1.405,16.01
753,1.286,-1.720,9.865,5.618,7.779,8.695,16.01
754,1.566,2.373,9.659,9.847,6.267,-9.084,16.06
755,-7.712,2.014,10.402,-8.962,-5.733,1.458,16.06
756,3.545,-2.366,9.923,-3.290,2.771,10.412,15.92
757,3.461,3.434,8.986,6.053,-1.756,-9.053,15.87
758,-6.249,-0.218,10.555,-7.443,-0.145,7.756,16.15
759,-1.454,-0.920,11.316,12.519,-4.321,1.267,16.06
760,-2.999,5.525,9.199,-8.420,-2.695,-10.542,16.15
761,2.644,-1.305,10.011,-3.351,6.733,10.481,16.01
762,3.607,-2.012,10.622,14.275,6.733,1.435,16.25
763,-3.763,3.715,9.123,-11.008,2.328,-6.244,15.87
764,-5.077,-0.656,10.200,-4.550,-2.580,9.489,16.06
765,-0.891,0.862,10.792,12.977,-5.061,-3.931,15.92
766,1.157,0.675,9.891,-7.817,0.092,-2.649,16.25
767,-2.091,-1.952,9.891,3.802,4.595,7.443,16.25
768,-3.870,4.505,8.598,3.634,-4.389,-10.221,16.06
769,2.132,-0.596,10.018,-5.023,8.573,9.237,16.25
770,-3.446,4.371,8.833,4.458,-0.107,-11.618,16.06
771,2.309,-0.364,10.938,-6.076,2.214,8.656,16.06
772,1.439,3.030,9.673,6.168,6.435,-9.489,16.25
773,-3.042,0.702,11.168,-5.855,-5.664,6.435,16.01
774,4.759,2.007,9.860,8.031,6.924,-10.107,16.01
775,-6.974,1.315,11.293,-8.641,-4.313,5.702,15.82
776,-2.177,5.578,7.863,-1.252,4.282,-12.496,16.06
777,-2.951,-1.380,11.278,11.779,-5.176,0.802,16.20
778,4.098,3.003,8.708,8.427,0.603,-9.031,16.25
779,-4.289,-1.514,11.163,12.893,-4.863,0.053,16.15
780,0.029,3.403,9.712,9.420,-4.695,-8.878,16.15
781,-4.859,-1.372,11.237,9.748,-2.603,-0.618,16.15
782,-4.436,1.904,10.126,9.115,-4.412,-8.710,15.82
783,-2.299,-1.660,10.560,10.511,5.267,0.328,15.87
784,-4.558,2.438,10.073,10.580,-2.733,-6.496,16.06
785,-0.575,-0.465,10.758,10.511,4.336,-1.107,16.15
786,-3.614,2.127,9.489,8.489,-1.824,-9.611,16.25
787,3.248,-2.261,10.449,12.168,7.008,2.267,16.25
788,-0.144,1.111,10.088,11.817,4.405,-5.427,15.82
789,-3.411,-1.777,10.799,2.458,-4.420,12.817,16.06
790,2.141,1.253,9.705,10.557,7.038,-7.840,16.25
791,1.593,-1.784,10.315,-5.092,-2.855,8.321,16.06
792,2.984,0.007,10.148,13.168,6.282,-4.282,15.92
793,-3.813,-1.911,11.293,2.817,-3.588,12.794,15.87
794,2.522,0.877,10.126,9.992,6.504,-7.885,15.82
795,-3.267,-0.548,10.814,-7.725,-6.481,10.244,16.25
796,3.878,-2.057,10.200,14.557,5.969,-0.824,15.87
797,-5.731,-0.845,10.543,-4.748,-3.015,8.130,16.06
798,-3.487,2.886,9.518,-5.595,-2.328,-4.061,16.06
799,3.894,0.635,9.949,-5.863,8.382,7.481,16.06
800,-3.662,4.694,8.857,-10.916,-3.053,-9.145,16.25
801,0.596,0.709,10.239,-7.763,1.275,0.443,16.15
802,-5.006,4.081,9.417,-6.504,-3.901,-9.107,16.20
803,-4.074,2.031,9.824,-6.389,-4.183,0.725,15.92
804,-5.116,4.747,8.280,-5.191,-0.511,-10.244,16.25
805,-5.662,2.086,10.428,-11.092,-3.336,-6.427,16.06
806,-4.586,4.234,8.711,-1.466,3.901,-13.382,15.92
807,-6.536,3.640,8.684,-8.878,-3.588,-3.725,16.15
808,3.940,3.487,8.301,5.473,8.099,-9.344,16.15
809,-5.877,3.681,9.697,-11.504,0.893,-9.908,16.20
810,2.929,-2.141,11.161,10.992,0.427,4.290,15.92
811,-4.052,4.457,8.605,-7.611,3.870,-9.031,16.06
812,1.001,-2.555,10.758,9.573,-3.542,5.786,15.92
813,0.556,4.500,8.486,-6.916,8.634,-11.000,16.15
814,-3.427,-1.811,10.773,-4.023,-5.870,12.176,15.87
815,2.745,0.790,10.272,13.221,7.191,-6.496,16.20
816,-4.955,1.571,10.924,-8.687,-6.145,1.099,16.06
817,1.506,-2.402,10.768,8.481,6.244,6.458,15.73
818,-0.532,5.657,7.662,-1.191,7.534,-13.176,16.01
819,-3.003,1.914,10.320,-9.069,4.695,4.954,16.06
820,-4.986,-2.177,11.458,9.519,-6.359,4.824,16.06
821,0.034,2.900,9.503,-7.511,7.969,-7.267,16.15
822,-3.743,-2.237,10.289,-2.328,-5.794,10.527,16.01
823,-3.537,2.316,10.593,-7.977,-3.435,-1.565,16.01
824,2.050,-0.910,9.580,-7.092,7.359,11.153,15.92
825,4.234,-2.594,10.459,13.366,6.832,2.687,15.87
826,-5.219,4.656,8.936,-9.359,1.603,-9.931,16.01
827,-6.878,0.141,10.445,-8.550,-3.412,10.160,16.06
828,1.133,-0.089,10.861,14.824,-3.237,-0.969,16.15
829,-2.831,0.134,10.174,14.489,1.977,-1.863,15.92
830,2.601,3.693,8.512,-5.779,8.748,-9.679,16.15
831,-1.643,-1.875,10.088,-2.160,-4.992,8.931,16.06
832,5.094,2.074,9.518,12.366,5.985,-8.260,16.01
833,1.621,1.324,9.460,-7.649,8.229,-1.511,16.25
834,-4.093,-1.648,10.418,4.786,1.046,9.229,16.06
835,3.063,3.827,8.536,-2.962,7.015,-11.756,16.25
836,-4.107,0.350,9.741,-8.061,1.771,10.053,16.06
837,4.234,0.529,9.824,14.466,2.519,-5.053,16.06
838,-3.415,2.522,9.374,-9.664,5.962,-1.550,16.01
839,-2.639,-1.473,9.690,3.824,-1.382,7.511,15.92
840,3.772,3.846,8.083,-0.015,4.084,-10.511,15.92
841,-6.816,-0.225,10.332,-6.954,-2.336,9.985,16.15
842,4.045,-0.733,10.507,14.771,1.489,-1.756,16.06
843,-6.531,2.649,9.803,-9.702,1.336,-3.092,16.06
844,3.154,-2.316,11.096,8.351,-0.130,7.046,16.06
845,-7.757,1.890,10.706,-9.733,-2.573,1.626,16.15
846,4.507,-3.061,11.099,10.344,1.229,6.015,16.01
847,-3.612,1.356,10.629,-8.557,2.313,2.053,15.92
848,-0.369,-1.890,10.608,9.153,-3.641,5.504,15.87
849,-0.287,5.008,7.937,-1.542,-0.893,-12.160,16.06
850,-5.863,-1.145,10.483,-5.534,-3.427,10.947,16.06
851,0.307,1.099,9.879,14.229,-3.710,-4.321,16.15
852,-5.770,2.306,10.284,-9.237,-0.023,1.244,16.15
853,-1.341,-1.952,11.954,9.542,-4.580,6.847,16.25
854,-4.048,4.215,8.562,-8.916,4.977,-9.733,16.01
855,-3.743,-2.127,10.217,-2.947,-6.305,11.122,15.87
856,-2.881,-0.259,10.315,14.725,-5.321,-2.290,15.87
857,2.963,1.130,10.409,-7.191,5.076,-2.740,15.73
